alpha	beta	gamma	delta	eps	verdict	steps	drift	ceiling	cong	sieve_forb	sieve_tested	sieve_mass
3	1	1	0	2	GROW	3000	1.734872	0.300878		6	9	0.591797
3	1	1	1	-2	GROW	3000	1.734872	0.300878		5	9	0.529297
3	1	1	1	-1	GROW	3000	1.734872	0.300878		7	9	0.732422
3	1	1	1	0	HALT	1	1.734872	0.300878		4	9	0.056641
3	1	1	1	1	GROW	3000	1.734872	0.300878		4	9	0.111328
3	1	1	1	2	GROW	3000	1.734872	0.300878		5	9	0.583984
3	1	1	2	-2	GROW	3000	1.734872	0.300878		6	9	0.591797
3	1	1	2	-1	GROW	3000	1.734872	0.300878		6	9	0.619141
3	1	1	2	0	HALT	1	1.734872	0.300878		4	9	0.076172
3	1	1	2	1	GROW	3000	1.734872	0.300878		1	9	0.007812
3	1	1	2	2	HALT	2	1.734872	0.300878		5	9	0.679688
3	1	2	0	-2	GROW	3000	1.734872	0.300878		6	9	0.607422
3	1	2	0	-1	HALT	1	1.734872	0.300878		0	9	0.000000
3	1	2	0	0	GROW	3000	1.734872	0.300878		0	9	0.000000
3	1	2	0	1	GROW	3000	1.734872	0.300878		3	9	0.570312
3	1	2	0	2	GROW	3000	1.734872	0.300878		5	9	0.181641
3	1	2	1	-2	GROW	3000	1.734872	0.300878		6	9	0.607422
3	1	2	1	-1	HALT	1	1.734872	0.300878		3	9	0.025391
3	1	2	1	0	GROW	3000	1.734872	0.300878		4	9	0.197266
3	1	2	1	1	HALT	2	1.734872	0.300878		7	9	0.623047
3	1	2	1	2	GROW	3000	1.734872	0.300878		6	9	0.123047
3	1	2	2	-2	GROW	3000	1.734872	0.300878		7	9	0.732422
3	1	2	2	-1	HALT	1	1.734872	0.300878		5	9	0.119141
3	1	2	2	0	GROW	3000	1.734872	0.300878		4	9	0.056641
3	1	2	2	1	GROW	3000	1.734872	0.300878		4	9	0.537109
3	1	2	2	2	GROW	3000	1.734872	0.300878		4	9	0.111328
3	1	3	0	-2	HALT	1	1.734872	0.300878		5	9	0.181641
3	1	3	0	-1	GROW	3000	1.734872	0.300878	3	0	9	0.000000
3	1	3	0	0	HALT	2	1.734872	0.300878		3	9	0.570312
3	1	3	0	1	GROW	3000	1.734872	0.300878		0	9	0.000000
3	1	3	0	2	GROW	3000	1.734872	0.300878	3	3	9	0.570312
3	1	3	1	-2	HALT	1	1.734872	0.300878		3	9	0.025391
3	1	3	1	-1	GROW	3000	1.734872	0.300878		4	9	0.099609
3	1	3	1	0	GROW	3000	1.734872	0.300878		6	9	0.607422
3	1	3	1	1	GROW	3000	1.734872	0.300878		5	9	0.212891
3	1	3	1	2	GROW	3000	1.734872	0.300878		3	9	0.523438
3	1	3	2	-2	HALT	1	1.734872	0.300878		4	9	0.089844
3	1	3	2	-1	GROW	3000	1.734872	0.300878		5	9	0.181641
3	1	3	2	0	GROW	3000	1.734872	0.300878		4	9	0.554688
3	1	3	2	1	GROW	3000	1.734872	0.300878		5	9	0.107422
3	1	3	2	2	GROW	3000	1.734872	0.300878		4	9	0.541016
3	2	1	0	-2	GROW	3000	1.867436	0.275439	4	6	9	0.802734
3	2	1	0	-1	HALT	1	1.867436	0.275439		0	9	0.000000
3	2	1	0	0	GROW	3000	1.867436	0.275439	6	0	9	0.000000
3	2	1	0	1	GROW	3000	1.867436	0.275439	16	3	9	0.285156
3	2	1	0	2	GROW	3000	1.867436	0.275439	4	5	9	0.589844
3	2	1	1	-2	GROW	3000	1.867436	0.275439	4	3	9	0.511719
3	2	1	1	-1	HALT	1	1.867436	0.275439		3	9	0.097656
3	2	1	1	0	GROW	3000	1.867436	0.275439	6	6	9	0.310547
3	2	1	1	1	HALT	2	1.867436	0.275439		5	9	0.060547
3	2	1	1	2	GROW	3000	1.867436	0.275439	4	5	9	0.771484
3	2	1	2	-2	GROW	3000	1.867436	0.275439	4	4	9	0.527344
3	2	1	2	-1	HALT	1	1.867436	0.275439		3	9	0.267578
3	2	1	2	0	GROW	3000	1.867436	0.275439	6	3	9	0.054688
3	2	1	2	1	GROW	3000	1.867436	0.275439	12	4	9	0.324219
3	2	1	2	2	GROW	3000	1.867436	0.275439	4	5	9	0.791016
3	2	2	0	-2	HALT	1	1.867436	0.275439		0	9	0.000000
3	2	2	0	-1	GROW	3000	1.867436	0.275439	6	6	9	0.371094
3	2	2	0	0	HALT	2	1.867436	0.275439		0	9	0.000000
3	2	2	0	1	GROW	3000	1.867436	0.275439	4	4	9	0.785156
3	2	2	0	2	GROW	3000	1.867436	0.275439		3	9	0.285156
3	2	2	1	-2	HALT	1	1.867436	0.275439		5	9	0.308594
3	2	2	1	-1	GROW	3000	1.867436	0.275439	6	4	9	0.058594
3	2	2	1	0	GROW	3000	1.867436	0.275439	12	3	9	0.267578
3	2	2	1	1	GROW	3000	1.867436	0.275439	4	5	9	0.824219
3	2	2	1	2	GROW	3000	1.867436	0.275439		6	9	0.310547
3	2	2	2	-2	HALT	1	1.867436	0.275439		3	9	0.097656
3	2	2	2	-1	GROW	3000	1.867436	0.275439	6	2	9	0.253906
3	2	2	2	0	GROW	3000	1.867436	0.275439		6	9	0.310547
3	2	2	2	1	GROW	3000	1.867436	0.275439	4	6	9	0.917969
3	2	2	2	2	GROW	3000	1.867436	0.275439		5	9	0.060547
3	2	3	0	-2	GROW	3000	1.867436	0.275439	3	0	9	0.000000
3	2	3	0	-1	GROW	3000	1.867436	0.275439	10	3	9	0.285156
3	2	3	0	0	GROW	3000	1.867436	0.275439	4	4	9	0.785156
3	2	3	0	1	GROW	3000	1.867436	0.275439	3	8	9	0.498047
3	2	3	0	2	GROW	3000	1.867436	0.275439	8	0	9	0.000000
3	2	3	1	-2	GROW	3000	1.867436	0.275439	6	2	9	0.312500
3	2	3	1	-1	GROW	3000	1.867436	0.275439		3	9	0.378906
3	2	3	1	0	GROW	3000	1.867436	0.275439	4	6	9	0.794922
3	2	3	1	1	GROW	3000	1.867436	0.275439	56	2	9	0.019531
3	2	3	1	2	GROW	3000	1.867436	0.275439	8	1	9	0.031250
3	2	3	2	-2	GROW	3000	1.867436	0.275439	6	5	9	0.302734
3	2	3	2	-1	GROW	3000	1.867436	0.275439	12	5	9	0.294922
3	2	3	2	0	GROW	3000	1.867436	0.275439	4	5	9	0.605469
3	2	3	2	1	GROW	3000	1.867436	0.275439	16	2	9	0.019531
3	2	3	2	2	GROW	3000	1.867436	0.275439	8	3	9	0.261719
3	3	1	0	-2	HALT	1	1.986487	0.254833		7	9	0.373047
3	3	1	0	-1	GROW	3000	1.986487	0.254833		8	9	0.748047
3	3	1	0	0	HALT	2	1.986487	0.254833		0	9	0.000000
3	3	1	0	1	GROW	3000	1.986487	0.254833		4	9	0.332031
3	3	1	0	2	GROW	3000	1.986487	0.254833		8	9	0.748047
3	3	1	1	-2	HALT	1	1.986487	0.254833		6	9	0.123047
3	3	1	1	-1	GROW	3000	1.986487	0.254833		7	9	0.623047
3	3	1	1	0	GROW	3000	1.986487	0.254833		8	9	0.498047
3	3	1	1	1	GROW	3000	1.986487	0.254833		6	9	0.123047
3	3	1	1	2	GROW	3000	1.986487	0.254833		7	9	0.810547
3	3	1	2	-2	HALT	1	1.986487	0.254833		7	9	0.248047
3	3	1	2	-1	GROW	3000	1.986487	0.254833		7	9	0.810547
3	3	1	2	0	GROW	3000	1.986487	0.254833		6	9	0.123047
3	3	1	2	1	GROW	3000	1.986487	0.254833		7	9	0.466797
3	3	1	2	2	GROW	3000	1.986487	0.254833		7	9	0.810547
3	3	2	0	-2	GROW	3000	1.986487	0.254833		8	9	0.748047
3	3	2	0	-1	GROW	3000	1.986487	0.254833		4	9	0.332031
3	3	2	0	0	GROW	3000	1.986487	0.254833		0	9	0.000000
3	3	2	0	1	GROW	3000	1.986487	0.254833		9	9	0.998047
3	3	2	0	2	GROW	3000	1.986487	0.254833		4	9	0.332031
3	3	2	1	-2	GROW	3000	1.986487	0.254833		7	9	0.841797
3	3	2	1	-1	GROW	3000	1.986487	0.254833		5	9	0.208984
3	3	2	1	0	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	2	1	1	GROW	3000	1.986487	0.254833		6	9	0.839844
3	3	2	1	2	GROW	3000	1.986487	0.254833		8	9	0.498047
3	3	2	2	-2	GROW	3000	1.986487	0.254833		7	9	0.623047
3	3	2	2	-1	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	2	2	0	GROW	3000	1.986487	0.254833		8	9	0.498047
3	3	2	2	1	GROW	3000	1.986487	0.254833		6	9	0.839844
3	3	2	2	2	GROW	3000	1.986487	0.254833		6	9	0.123047
3	3	3	0	-2	GROW	3000	1.986487	0.254833		6	9	0.123047
3	3	3	0	-1	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	3	0	0	GROW	3000	1.986487	0.254833	3	9	9	0.998047
3	3	3	0	1	GROW	3000	1.986487	0.254833		4	9	0.332031
3	3	3	0	2	GROW	3000	1.986487	0.254833		0	9	0.000000
3	3	3	1	-2	GROW	3000	1.986487	0.254833		7	9	0.466797
3	3	3	1	-1	GROW	3000	1.986487	0.254833		6	9	0.310547
3	3	3	1	0	GROW	3000	1.986487	0.254833		8	9	0.873047
3	3	3	1	1	GROW	3000	1.986487	0.254833		7	9	0.248047
3	3	3	1	2	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	3	2	-2	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	3	2	-1	GROW	3000	1.986487	0.254833		8	9	0.498047
3	3	3	2	0	GROW	3000	1.986487	0.254833		7	9	0.623047
3	3	3	2	1	GROW	3000	1.986487	0.254833		7	9	0.373047
3	3	3	2	2	GROW	3000	1.986487	0.254833		6	9	0.404297
3	4	1	0	-2	GROW	3000	2.094682	0.237720	6	0	9	0.000000
3	4	1	0	-1	GROW	3000	2.094682	0.237720	20	7	9	0.685547
3	4	1	0	0	GROW	3000	2.094682	0.237720	4	0	9	0.000000
3	4	1	0	1	GROW	3000	2.094682	0.237720	56	4	9	0.392578
3	4	1	0	2	GROW	3000	2.094682	0.237720	10	3	9	0.142578
3	4	1	1	-2	GROW	3000	2.094682	0.237720	6	4	9	0.029297
3	4	1	1	-1	GROW	3000	2.094682	0.237720	12	3	9	0.632812
3	4	1	1	0	GROW	3000	2.094682	0.237720	4	5	9	0.412109
3	4	1	1	1	GROW	3000	2.094682	0.237720		5	9	0.154297
3	4	1	1	2	GROW	3000	2.094682	0.237720	10	2	9	0.064453
3	4	1	2	-2	GROW	3000	2.094682	0.237720	6	5	9	0.154297
3	4	1	2	-1	GROW	3000	2.094682	0.237720	16	7	9	0.958984
3	4	1	2	0	GROW	3000	2.094682	0.237720	4	4	9	0.029297
3	4	1	2	1	GROW	3000	2.094682	0.237720	16	3	9	0.041016
3	4	1	2	2	GROW	3000	2.094682	0.237720	10	3	9	0.134766
3	4	2	0	-2	GROW	3000	2.094682	0.237720	12	7	9	0.685547
3	4	2	0	-1	GROW	3000	2.094682	0.237720	4	5	9	0.400391
3	4	2	0	0	GROW	3000	2.094682	0.237720		0	9	0.000000
3	4	2	0	1	GROW	3000	2.094682	0.237720	10	0	9	0.000000
3	4	2	0	2	GROW	3000	2.094682	0.237720	8	3	9	0.142578
3	4	2	1	-2	GROW	3000	2.094682	0.237720	16	4	9	0.755859
3	4	2	1	-1	GROW	3000	2.094682	0.237720	4	3	9	0.048828
3	4	2	1	0	GROW	3000	2.094682	0.237720	16	5	9	0.154297
3	4	2	1	1	GROW	3000	2.094682	0.237720	10	4	9	0.029297
3	4	2	1	2	GROW	3000	2.094682	0.237720	20	4	9	0.384766
3	4	2	2	-2	GROW	3000	2.094682	0.237720	56	3	9	0.632812
3	4	2	2	-1	GROW	3000	2.094682	0.237720	4	3	9	0.027344
3	4	2	2	0	GROW	3000	2.094682	0.237720		4	9	0.162109
3	4	2	2	1	GROW	3000	2.094682	0.237720	10	4	9	0.394531
3	4	2	2	2	GROW	3000	2.094682	0.237720		5	9	0.154297
3	4	3	0	-2	GROW	3000	2.094682	0.237720	4	3	9	0.142578
3	4	3	0	-1	GROW	3000	2.094682	0.237720	3	0	9	0.000000
3	4	3	0	0	GROW	3000	2.094682	0.237720	10	3	9	0.142578
3	4	3	0	1	GROW	3000	2.094682	0.237720	20	4	9	0.392578
3	4	3	0	2	GROW	3000	2.094682	0.237720	3	8	9	0.748047
3	4	3	1	-2	GROW	3000	2.094682	0.237720	4	2	9	0.156250
3	4	3	1	-1	GROW	3000	2.094682	0.237720	24	3	9	0.189453
3	4	3	1	0	GROW	3000	2.094682	0.237720	10	5	9	0.396484
3	4	3	1	1	GROW	3000	2.094682	0.237720		2	9	0.009766
3	4	3	1	2	GROW	3000	2.094682	0.237720	4	2	9	0.515625
3	4	3	2	-2	GROW	3000	2.094682	0.237720	4	4	9	0.146484
3	4	3	2	-1	GROW	3000	2.094682	0.237720		5	9	0.302734
3	4	3	2	0	GROW	3000	2.094682	0.237720	10	2	9	0.009766
3	4	3	2	1	GROW	3000	2.094682	0.237720		3	9	0.130859
3	4	3	2	2	GROW	3000	2.094682	0.237720	4	2	9	0.515625
3	5	1	0	-2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	1	0	-1	GROW	3000	2.193947	0.223224		2	9	0.501953
3	5	1	0	0	GROW	3000	2.193947	0.223224		0	9	0.000000
3	5	1	0	1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	1	0	2	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	1	1	-2	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	1	1	-1	GROW	3000	2.193947	0.223224		2	9	0.501953
3	5	1	1	0	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	1	1	1	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	1	1	2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	1	2	-2	HALT	4	2.193947	0.223224		1	9	0.001953
3	5	1	2	-1	GROW	3000	2.193947	0.223224		2	9	0.750000
3	5	1	2	0	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	1	2	1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	1	2	2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	0	-2	GROW	3000	2.193947	0.223224		2	9	0.501953
3	5	2	0	-1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	0	0	GROW	3000	2.193947	0.223224		0	9	0.000000
3	5	2	0	1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	0	2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	1	-2	GROW	3000	2.193947	0.223224		3	9	0.751953
3	5	2	1	-1	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	2	1	0	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	1	1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	1	2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	2	-2	GROW	3000	2.193947	0.223224		2	9	0.501953
3	5	2	2	-1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	2	0	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	2	1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	2	2	2	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	3	0	-2	GROW	3000	2.193947	0.223224	3	1	9	0.001953
3	5	3	0	-1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	0	0	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	0	1	GROW	3000	2.193947	0.223224	3	2	9	0.251953
3	5	3	0	2	HALT	1	2.193947	0.223224		1	9	0.001953
3	5	3	1	-2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	1	-1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	1	0	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	1	1	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	3	1	2	HALT	1	2.193947	0.223224		1	9	0.001953
3	5	3	2	-2	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	2	-1	GROW	3000	2.193947	0.223224		2	9	0.251953
3	5	3	2	0	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	3	2	1	GROW	3000	2.193947	0.223224		1	9	0.001953
3	5	3	2	2	HALT	1	2.193947	0.223224		1	9	0.250000
3	6	1	0	-2	GROW	3000	2.285725	0.210750	4	8	9	0.873047
3	6	1	0	-1	GROW	3000	2.285725	0.210750		5	9	0.666016
3	6	1	0	0	GROW	3000	2.285725	0.210750	10	0	9	0.000000
3	6	1	0	1	GROW	3000	2.285725	0.210750	36	8	9	0.498047
3	6	1	0	2	GROW	3000	2.285725	0.210750	4	5	9	0.666016
3	6	1	1	-2	GROW	3000	2.285725	0.210750	4	5	9	0.603516
3	6	1	1	-1	GROW	3000	2.285725	0.210750		7	9	0.685547
3	6	1	1	0	GROW	3000	2.285725	0.210750	10	6	9	0.419922
3	6	1	1	1	HALT	3	2.285725	0.210750		7	9	0.248047
3	6	1	1	2	GROW	3000	2.285725	0.210750	4	5	9	0.556641
3	6	1	2	-2	GROW	3000	2.285725	0.210750	4	8	9	0.748047
3	6	1	2	-1	GROW	3000	2.285725	0.210750		7	9	0.919922
3	6	1	2	0	GROW	3000	2.285725	0.210750	10	5	9	0.060547
3	6	1	2	1	GROW	3000	2.285725	0.210750	8	7	9	0.248047
3	6	1	2	2	GROW	3000	2.285725	0.210750	4	7	9	0.904297
3	6	2	0	-2	GROW	3000	2.285725	0.210750		5	9	0.666016
3	6	2	0	-1	GROW	3000	2.285725	0.210750	10	8	9	0.498047
3	6	2	0	0	HALT	3	2.285725	0.210750		0	9	0.000000
3	6	2	0	1	GROW	3000	2.285725	0.210750	4	5	9	0.666016
3	6	2	0	2	HALT	1	2.285725	0.210750		8	9	0.498047
3	6	2	1	-2	GROW	3000	2.285725	0.210750		6	9	0.794922
3	6	2	1	-1	GROW	3000	2.285725	0.210750	10	5	9	0.228516
3	6	2	1	0	GROW	3000	2.285725	0.210750	8	6	9	0.185547
3	6	2	1	1	GROW	3000	2.285725	0.210750	4	7	9	0.919922
3	6	2	1	2	HALT	1	2.285725	0.210750		7	9	0.248047
3	6	2	2	-2	HALT	3	2.285725	0.210750		7	9	0.685547
3	6	2	2	-1	GROW	3000	2.285725	0.210750	10	7	9	0.248047
3	6	2	2	0	GROW	3000	2.285725	0.210750		6	9	0.419922
3	6	2	2	1	GROW	3000	2.285725	0.210750	4	7	9	0.685547
3	6	2	2	2	HALT	1	2.285725	0.210750		7	9	0.248047
3	6	3	0	-2	GROW	3000	2.285725	0.210750	10	6	9	0.185547
3	6	3	0	-1	GROW	3000	2.285725	0.210750	8	4	9	0.166016
3	6	3	0	0	GROW	3000	2.285725	0.210750	3	9	9	0.998047
3	6	3	0	1	HALT	1	2.285725	0.210750		4	9	0.166016
3	6	3	0	2	GROW	3000	2.285725	0.210750	6	5	9	0.666016
3	6	3	1	-2	GROW	3000	2.285725	0.210750	10	4	9	0.173828
3	6	3	1	-1	GROW	3000	2.285725	0.210750		4	9	0.410156
3	6	3	1	0	GROW	3000	2.285725	0.210750	4	5	9	0.697266
3	6	3	1	1	HALT	1	2.285725	0.210750		4	9	0.146484
3	6	3	1	2	GROW	3000	2.285725	0.210750	6	6	9	0.794922
3	6	3	2	-2	GROW	3000	2.285725	0.210750	10	7	9	0.435547
3	6	3	2	-1	GROW	3000	2.285725	0.210750	16	4	9	0.146484
3	6	3	2	0	GROW	3000	2.285725	0.210750	4	7	9	0.623047
3	6	3	2	1	HALT	1	2.285725	0.210750		5	9	0.294922
3	6	3	2	2	GROW	3000	2.285725	0.210750	6	7	9	0.685547
3	7	1	0	-2	GROW	3000	2.371124	0.199874		6	9	0.341797
3	7	1	0	-1	GROW	3000	2.371124	0.199874		4	9	0.636719
3	7	1	0	0	GROW	3000	2.371124	0.199874		0	9	0.000000
3	7	1	0	1	GROW	3000	2.371124	0.199874		3	9	0.136719
3	7	1	0	2	HALT	1	2.371124	0.199874		5	9	0.214844
3	7	1	1	-2	GROW	3000	2.371124	0.199874		3	9	0.013672
3	7	1	1	-1	GROW	3000	2.371124	0.199874		5	9	0.699219
3	7	1	1	0	GROW	3000	2.371124	0.199874		5	9	0.238281
3	7	1	1	1	GROW	3000	2.371124	0.199874		7	9	0.248047
3	7	1	1	2	HALT	1	2.371124	0.199874		4	9	0.052734
3	7	1	2	-2	GROW	3000	2.371124	0.199874		5	9	0.230469
3	7	1	2	-1	GROW	3000	2.371124	0.199874		5	9	0.652344
3	7	1	2	0	GROW	3000	2.371124	0.199874		4	9	0.058594
3	7	1	2	1	GROW	3000	2.371124	0.199874		4	9	0.193359
3	7	1	2	2	HALT	1	2.371124	0.199874		4	9	0.152344
3	7	2	0	-2	GROW	3000	2.371124	0.199874		4	9	0.636719
3	7	2	0	-1	GROW	3000	2.371124	0.199874		5	9	0.224609
3	7	2	0	0	GROW	3000	2.371124	0.199874		0	9	0.000000
3	7	2	0	1	HALT	1	2.371124	0.199874		3	9	0.136719
3	7	2	0	2	GROW	3000	2.371124	0.199874		3	9	0.136719
3	7	2	1	-2	GROW	3000	2.371124	0.199874		4	9	0.527344
3	7	2	1	-1	GROW	3000	2.371124	0.199874		6	9	0.185547
3	7	2	1	0	GROW	3000	2.371124	0.199874		6	9	0.216797
3	7	2	1	1	HALT	1	2.371124	0.199874		5	9	0.230469
3	7	2	1	2	GROW	3000	2.371124	0.199874		5	9	0.214844
3	7	2	2	-2	GROW	3000	2.371124	0.199874		5	9	0.699219
3	7	2	2	-1	GROW	3000	2.371124	0.199874		6	9	0.246094
3	7	2	2	0	GROW	3000	2.371124	0.199874		5	9	0.238281
3	7	2	2	1	HALT	1	2.371124	0.199874		5	9	0.214844
3	7	2	2	2	GROW	3000	2.371124	0.199874		7	9	0.248047
3	7	3	0	-2	GROW	3000	2.371124	0.199874		4	9	0.199219
3	7	3	0	-1	GROW	3000	2.371124	0.199874	3	7	9	0.248047
3	7	3	0	0	HALT	1	2.371124	0.199874		7	9	0.248047
3	7	3	0	1	GROW	3000	2.371124	0.199874	7	5	9	0.214844
3	7	3	0	2	GROW	3000	2.371124	0.199874	3	3	9	0.136719
3	7	3	1	-2	GROW	3000	2.371124	0.199874		5	9	0.208984
3	7	3	1	-1	GROW	3000	2.371124	0.199874		4	9	0.167969
3	7	3	1	0	HALT	1	2.371124	0.199874		5	9	0.214844
3	7	3	1	1	GROW	3000	2.371124	0.199874		5	9	0.169922
3	7	3	1	2	GROW	3000	2.371124	0.199874		3	9	0.097656
3	7	3	2	-2	GROW	3000	2.371124	0.199874		4	9	0.162109
3	7	3	2	-1	GROW	3000	2.371124	0.199874		6	9	0.216797
3	7	3	2	0	HALT	1	2.371124	0.199874		3	9	0.074219
3	7	3	2	1	GROW	3000	2.371124	0.199874		6	9	0.185547
3	7	3	2	2	GROW	3000	2.371124	0.199874		4	9	0.152344
