142	NONRIGID	3	39	5.935e+10	[11/105, 45/22, 2/3, 49/2, 66/7]	L:irr v2:irr v3:const0 v5:irr v7:const0 v11:const0
143	NONRIGID	3	35	4.950e+07	[11/105, 9/22, 10/3, 343/2, 6/7]	L:irr v2:irr v3:const0 v5:irr v7:const0 v11:const0
144	NONRIGID	3	50	1.773e+13	[11/315, 15/22, 4/5, 7/2, 605/7]	L:irr v2:irr v3:irr v5:const0 v7:const0 v11:const0
145	NONRIGID	3	41	1.841e+04	[11/315, 20/3, 9/22, 7/2, 33/7]	L:irr v2:irr v3:const0 v5:irr v7:const0 v11:const0
146	NONRIGID	3	36	1.464e+04	[11/315, 9/22, 20/3, 7/2, 33/7]	L:irr v2:irr v3:const0 v5:irr v7:const0 v11:const0
147	NONRIGID	4	32	1.600e+40	[112/15, 3/22, 35/2, 121/7, 3/11]	L:georec(8, 4) v2:const0 v3:const0 v5:irr v7:const0 v11:georec(8, 2)
148	NONRIGID	1	70	1.086e+40	[126/5, 125/539, 1/28, 11/3, 5/2]	L:irr v2:irr v3:irr v5:const0 v7:irr v11:irr
149	NONRIGID	3	53	5.085e+13	[14/15, 1/1078, 9/2, 11/3, 250/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:const0
150	NONRIGID	4	52	2.832e+15	[14/15, 1/12, 11/3, 63/2, 5/7, 2/11]	L:irr v2:const0 v3:const0 v5:const0 v7:irr v11:irr
151	NONRIGID	4	48	3.559e+14	[14/15, 1/12, 11/3, 63/2, 5/7, 3/11]	L:irr v2:const0 v3:const0 v5:const0 v7:irr v11:irr
152	NONRIGID	3	40	5.731e+15	[14/15, 1/12, 63/2, 11/3, 5/7, 2/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
153	NONRIGID	3	38	8.745e+14	[14/15, 1/12, 63/2, 11/3, 5/7, 3/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
154	NONRIGID	4	60	7.183e+20	[14/15, 1/18, 11/3, 63/2, 5/7, 2/11]	L:irr v2:const0 v3:const0 v5:const0 v7:irr v11:irr
155	NONRIGID	4	57	3.366e+19	[14/15, 1/18, 11/3, 63/2, 5/7, 3/11]	L:irr v2:const0 v3:const0 v5:const0 v7:irr v11:irr
156	NONRIGID	3	51	2.200e+21	[14/15, 1/18, 63/2, 11/3, 5/7, 2/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
157	NONRIGID	3	47	7.658e+19	[14/15, 1/18, 63/2, 11/3, 5/7, 3/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
158	NONRIGID	2	36	1.132e+19	[14/15, 1/6, 121/3, 63/2, 5/7, 2/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
