# NOTE: PARTIAL RUN -- see bbf/README.md; sweep was still in progress at commit time
  line  4137  DECIDED  n>=1  2 branch(es)  [14/15, 1/77, 27/7, 242/9, 35/2]
  line  4151  DECIDED  n>=1  2 branch(es)  [14/15, 1/77, 54/7, 121/9, 35/2]
  line  4195  DECIDED  n>=0  1 branch(es)  [14/15, 11319/2, 1/3, 25/539, 3/7]
  line  4217  DECIDED  n>=1  1 branch(es)  [14/15, 135/49, 1/6, 25/2, 14/5]
  line  4218  DECIDED  n>=0  1 branch(es)  [14/15, 135/49, 1/6, 25/2, 6/5]
  line  4266  DECIDED  n>=2  1 branch(es)  [14/15, 27/77, 25/7, 11/25, 21/2]
  line  4271  DECIDED  n>=1  1 branch(es)  [14/15, 3/154, 100/7, 11/5, 21/2]
  line  4273  DECIDED  n>=1  1 branch(es)  [14/15, 3/154, 175/2, 77/5, 6/7]
  line  4275  DECIDED  n>=1  1 branch(es)  [14/15, 3/154, 25/2, 121/5, 6/11]
  line  4284  DECIDED  n>=2  2 branch(es)  [14/15, 3/22, 125/2, 847/25, 2/7]
  line  4301  DECIDED  n>=2  2 branch(es)  [14/15, 3/22, 875/2, 11/25, 6/7]
  line  4302  DECIDED  n>=2  2 branch(es)  [14/15, 3/22, 875/2, 121/25, 2/7]
  line  4312  DECIDED  n>=1  2 branch(es)  [14/15, 3/77, 125/7, 11/25, 21/2]
  line  4313  DECIDED  n>=1  2 branch(es)  [14/15, 3/77, 125/7, 11/25, 539/2]
  line  4315  DECIDED  n>=2  2 branch(es)  [14/15, 3/77, 125/7, 242/25, 7/2]
  line  4316  DECIDED  n>=1  1 branch(es)  [14/15, 3/77, 25/7, 11/25, 189/2]
  line  4320  DECIDED  n>=1  1 branch(es)  [14/15, 3/77, 25/7, 121/25, 21/2]
  line  4321  DECIDED  n>=1  1 branch(es)  [14/15, 3/77, 25/7, 121/25, 539/2]
  line  4322  DECIDED  n>=1  1 branch(es)  [14/15, 3/77, 25/7, 242/25, 21/2]
  line  4323  DECIDED  n>=1  2 branch(es)  [14/15, 3/77, 250/7, 11/25, 21/2]
  line  4324  DECIDED  n>=2  2 branch(es)  [14/15, 3/77, 250/7, 121/25, 7/2]
  line  4329  DECIDED  n>=1  1 branch(es)  [14/15, 3/77, 50/7, 121/25, 21/2]
  line  4426  DECIDED  n>=1  1 branch(es)  [14/15, 9/154, 25/2, 77/5, 4/7]
  line  4427  DECIDED  n>=1  1 branch(es)  [14/15, 9/154, 25/7, 22/5, 49/2]
  line  4434  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 14/25]
  line  4436  DECIDED  n>=1  1 branch(es)  [14/15, 9/22, 125/2, 11/7, 154/5]
  line  4438  DECIDED  n>=1  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 22/25]
  line  4440  DECIDED  n>=0  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 242/5]
  line  4443  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 3/5, 1/11]
  line  4444  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 3/5, 1/3]
  line  4445  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 3/5]
  line  4450  DECIDED  n>=1  1 branch(es)  [14/15, 9/22, 125/2, 11/7, 63/5]
  line  4452  DECIDED  n>=1  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 9/25]
  line  4454  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 98/5]
  line  4455  DECIDED  n>=0  2 branch(es)  [14/15, 9/22, 125/2, 11/7, 99/5]
  line  4468  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 25/2, 11/49, 22/5]
  line  4471  DECIDED  n>=3  2 branch(es)  [14/15, 9/22, 25/2, 11/49, 9/5]
  line  4474  DECIDED  n>=2  1 branch(es)  [14/15, 9/22, 3125/2, 11/7, 3/5]
  line  4479  DECIDED  n>=2  1 branch(es)  [14/15, 9/22, 625/2, 11/7, 14/5]
  line  4481  DECIDED  n>=1  1 branch(es)  [14/15, 9/22, 625/2, 11/7, 22/5]
  line  4483  DECIDED  n>=2  1 branch(es)  [14/15, 9/22, 625/2, 11/7, 3/5]
  line  4484  DECIDED  n>=3  2 branch(es)  [14/15, 9/22, 625/2, 11/7, 33/5]
  line  4485  DECIDED  n>=2  1 branch(es)  [14/15, 9/22, 625/2, 11/7, 6/5]
  line  4486  DECIDED  n>=1  1 branch(es)  [14/15, 9/22, 625/2, 11/7, 9/5]
  line  4488  DECIDED  n>=2  2 branch(es)  [14/15, 9/22, 875/2, 11/25, 2/7]
  line  4493  DECIDED  n>=2  2 branch(es)  [14/15, 9/242, 125/2, 121/7, 3/5]
  line  4497  DECIDED  n>=2  2 branch(es)  [14/15, 9/242, 25/2, 11/7, 242/5]
  line  4499  DECIDED  n>=3  2 branch(es)  [14/15, 9/242, 25/2, 11/7, 9/5]
  line  4518  DECIDED  n>=2  2 branch(es)  [14/15, 9/77, 250/7, 11/25, 7/2]
  line  4548  DECIDED  n>=0  1 branch(es)  [140/3, 9/385, 7/5, 11/14, 33/2]
  line  4552  DECIDED  n>=1  1 branch(es)  [140/3, 9/55, 2/25, 11/28, 3/2]
  line  4578  DECIDED  n>=2  1 branch(es)  [15/2, 1/1155, 4/21, 11/3, 1029/5]
  line  4605  DECIDED  n>=2  1 branch(es)  [15/2, 1/231, 4/21, 121/5, 1029/11]
  line  4878  DECIDED  n>=3  2 branch(es)  [175/18, 12/77, 121/2, 3/5, 7/11]
  line  4880  DECIDED  n>=1  1 branch(es)  [175/18, 121/2, 2/55, 9/7, 14/11]
  line  4899  DECIDED  n>=3  2 branch(es)  [175/18, 2/55, 847/2, 3/7, 25/11]
  line  4900  DECIDED  n>=3  2 branch(es)  [175/18, 2/55, 847/2, 3/7, 6/11]
    ... 4900/21233 scanned, 316 decided, 3824s
  line  4922  DECIDED  n>=2  1 branch(es)  [175/18, 4/77, 363/2, 3/5, 2/11]
  line  4923  DECIDED  n>=1  1 branch(es)  [175/18, 4/77, 363/2, 3/5, 7/11]
  line  4924  DECIDED  n>=2  1 branch(es)  [175/18, 4/77, 363/2, 3/5, 7/3]
  line  4928  DECIDED  n>=3  2 branch(es)  [175/18, 55/2, 8/77, 3/5, 7/3]
  line  4934  DECIDED  n>=3  2 branch(es)  [175/18, 8/77, 55/2, 3/5, 7/3]
  line  4935  DECIDED  n>=2  1 branch(es)  [175/18, 847/2, 2/55, 3/7, 14/11]
  line  4936  DECIDED  n>=2  1 branch(es)  [175/18, 847/2, 2/55, 3/7, 25/11]
  line  4937  DECIDED  n>=1  1 branch(es)  [175/18, 847/2, 2/55, 3/7, 6/11]
  line  4976  DECIDED  n>=2  2 branch(es)  [18/35, 25/22, 343/2, 11/9, 5/7]
  line  4977  DECIDED  n>=2  2 branch(es)  [18/35, 25/242, 343/2, 11/3, 5/7]
  line  4986  DECIDED  n>=1  1 branch(es)  [18/35, 25/66, 14/3, 11/7, 9/2]
  line  4987  DECIDED  n>=1  1 branch(es)  [18/35, 25/66, 7/3, 22/7, 9/2]
  line  4999  DECIDED  n>=3  1 branch(es)  [18/35, 5/33, 49/3, 11/343, 15/2]
  line  5001  DECIDED  n>=2  1 branch(es)  [18/35, 5/33, 49/3, 121/2, 45/11]
  line  5020  DECIDED  n>=1  1 branch(es)  [18/35, 5/66, 14/3, 121/7, 35/2]
  line  5021  DECIDED  n>=1  1 branch(es)  [18/35, 5/66, 147/2, 11/7, 10/3]
  line  5074  DECIDED  n>=0  1 branch(es)  [189/10, 121/2, 2/33, 25/7, 10/11]
  line  5109  DECIDED  n>=0  1 branch(es)  [189/10, 2/33, 121/2, 25/7, 10/11]
  line  5138  DECIDED  n>=0  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 105/2]
  line  5139  DECIDED  n>=2  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 15/2]
  line  5140  DECIDED  n>=2  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 45/2]
  line  5141  DECIDED  n>=1  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 63/2]
  line  5142  DECIDED  n>=3  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 75/2]
  line  5143  DECIDED  n>=0  1 branch(es)  [189/10, 35/33, 2/3, 11/7, 99/2]
  line  5146  DECIDED  n>=2  1 branch(es)  [189/10, 35/33, 4/3, 11/7, 15/2]
  line  5147  DECIDED  n>=1  1 branch(es)  [189/10, 35/33, 4/3, 11/7, 21/2]
  line  5171  DECIDED  n>=1  1 branch(es)  [189/10, 5/33, 2/3, 121/7, 105/2]
  line  5172  DECIDED  n>=1  1 branch(es)  [189/10, 5/33, 2/3, 121/7, 63/2]
  line  5175  DECIDED  n>=3  1 branch(es)  [189/10, 5/33, 4/3, 121/7, 21/2]
  line  5176  DECIDED  n>=1  1 branch(es)  [189/10, 5/99, 2/3, 11/7, 63/2]
  line  5224  DECIDED  n>=3  2 branch(es)  [2/105, 225/22, 147/2, 11/3, 2/7]
  line  5229  DECIDED  n>=2  2 branch(es)  [2/105, 27/2, 275/3, 7/55, 33/5]
  line  5230  DECIDED  n>=2  1 branch(es)  [2/105, 3/22, 175/2, 847/5, 4/7]
  line  5234  DECIDED  n>=2  1 branch(es)  [2/105, 3/22, 25/2, 77/5, 24/11]
  line  5243  DECIDED  n>=1  2 branch(es)  [2/105, 55/3, 675/2, 7/55, 3/5]
  line  5245  DECIDED  n>=1  1 branch(es)  [2/105, 675/2, 11/5, 49/33, 5/7]
  line  5250  DECIDED  n>=3  2 branch(es)  [2/105, 99/10, 2695/2, 5/11, 2/7]
  line  5251  DECIDED  n>=3  2 branch(es)  [2/105, 99/10, 5929/2, 5/11, 2/7]
  line  5255  DECIDED  n>=2  2 branch(es)  [2/105, 99/5, 125/2, 7/33, 55/3]
  line  5258  DECIDED  n>=1  1 branch(es)  [2/1155, 9/10, 245/2, 55/7, 2/5]
  line  5279  DECIDED  n>=2  2 branch(es)  [2/15, 1/14, 297/2, 539/9, 10/11]
  line  5281  DECIDED  n>=2  2 branch(es)  [2/15, 1/14, 297/2, 7/9, 375/11]
  line  5282  DECIDED  n>=2  2 branch(es)  [2/15, 1/14, 297/2, 7/9, 50/11]
  line  5283  DECIDED  n>=2  2 branch(es)  [2/15, 1/14, 3267/2, 49/33, 10/7]
  line  5284  DECIDED  n>=2  2 branch(es)  [2/15, 1/14, 3267/2, 49/9, 10/11]
  line  5304  DECIDED  n>=2  1 branch(es)  [2/15, 1/14, 99/2, 2401/33, 10/7]
  line  5306  DECIDED  n>=2  1 branch(es)  [2/15, 1/14, 99/2, 49/33, 375/7]
  line  5307  DECIDED  n>=2  1 branch(es)  [2/15, 1/14, 99/2, 49/33, 50/7]
  line  5325  DECIDED  n>=2  1 branch(es)  [2/15, 1/154, 1323/2, 121/3, 10/11]
  line  5330  DECIDED  n>=1  1 branch(es)  [2/15, 1/154, 63/2, 121/3, 375/11]
  line  5331  DECIDED  n>=1  1 branch(es)  [2/15, 1/154, 63/2, 121/3, 50/11]
  line  5352  DECIDED  n>=0  1 branch(es)  [2/15, 1/3, 11319/2, 25/539, 3/7]
  line  5353  DECIDED  n>=1  1 branch(es)  [2/15, 1/3, 11319/2, 25/539, 9/7]
  line  5363  DECIDED  n>=2  1 branch(es)  [2/15, 1/3, 33957/2, 25/539, 3/7]
  line  5367  DECIDED  n>=0  1 branch(es)  [2/15, 1/3, 79233/2, 25/539, 3/7]
  line  5438  DECIDED  n>=0  1 branch(es)  [2/15, 11319/2, 1/3, 25/539, 3/7]
  line  5439  DECIDED  n>=1  1 branch(es)  [2/15, 11319/2, 1/3, 25/539, 9/7]
  line  5449  DECIDED  n>=1  2 branch(es)  [2/15, 1323/22, 25/2, 11/7, 22/5]
  line  5458  DECIDED  n>=1  2 branch(es)  [2/15, 189/2, 539/3, 5/539, 3/7]
  line  5468  DECIDED  n>=2  1 branch(es)  [2/15, 27/14, 275/2, 7/5, 4/77]
  line  5483  DECIDED  n>=1  2 branch(es)  [2/15, 297/14, 25/2, 49/11, 14/5]
  line  5504  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 1375/2, 49/25, 4/11]
  line  5505  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 1375/2, 539/25, 2/11]
  line  5507  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 1375/2, 7/25, 28/11]
  line  5508  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 1375/2, 7/25, 45/11]
  line  5509  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 1375/2, 7/25, 6/11]
  line  5513  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 15125/2, 49/25, 2/11]
  line  5514  DECIDED  n>=2  2 branch(es)  [2/15, 3/14, 15125/2, 49/55, 2/7]
  line  5517  DECIDED  n>=2  1 branch(es)  [2/15, 3/14, 275/2, 2401/55, 2/7]
  line  5518  DECIDED  n>=2  1 branch(es)  [2/15, 3/14, 275/2, 343/55, 4/7]
  line  5521  DECIDED  n>=2  1 branch(es)  [2/15, 3/14, 275/2, 49/55, 45/7]
  line  5522  DECIDED  n>=2  1 branch(es)  [2/15, 3/14, 275/2, 49/55, 6/7]
  line  5551  DECIDED  n>=1  1 branch(es)  [2/15, 3/154, 175/2, 121/5, 45/11]
  line  5552  DECIDED  n>=1  1 branch(es)  [2/15, 3/154, 175/2, 121/5, 6/11]
  line  5553  DECIDED  n>=2  1 branch(es)  [2/15, 3/154, 6125/2, 121/5, 2/11]
  line  5554  DECIDED  n>=1  1 branch(es)  [2/15, 3/154, 8575/2, 11/5, 6/7]
  line  5573  DECIDED  n>=1  1 branch(es)  [2/15, 3087/2, 11/147, 25/11, 3/7]
  line  5576  DECIDED  n>=2  1 branch(es)  [2/15, 33957/2, 1/3, 25/539, 3/7]
  line  5585  DECIDED  n>=2  2 branch(es)  [2/15, 441/22, 125/2, 11/7, 21/5]
  line  5587  DECIDED  n>=1  2 branch(es)  [2/15, 441/22, 125/2, 11/7, 33/5]
  line  5589  DECIDED  n>=2  2 branch(es)  [2/15, 441/22, 25/2, 11/49, 22/5]
  line  5605  DECIDED  n>=1  2 branch(es)  [2/15, 539/3, 189/2, 5/539, 3/7]
  line  5627  DECIDED  n>=0  1 branch(es)  [2/15, 79233/2, 1/3, 25/539, 3/7]
  line  5647  DECIDED  n>=2  2 branch(es)  [2/15, 9/14, 1375/2, 7/25, 2/11]
  line  5650  DECIDED  n>=2  2 branch(es)  [2/15, 9/14, 15125/2, 7/25, 2/11]
  line  5657  DECIDED  n>=2  1 branch(es)  [2/15, 9/14, 275/2, 49/55, 2/7]
  line  5684  DECIDED  n>=1  1 branch(es)  [2/15, 9/154, 1225/2, 11/5, 4/7]
  line  5686  DECIDED  n>=1  1 branch(es)  [2/15, 9/154, 175/2, 121/5, 15/11]
  line  5687  DECIDED  n>=1  1 branch(es)  [2/15, 9/154, 175/2, 121/5, 2/11]
  line  5688  DECIDED  n>=2  1 branch(es)  [2/15, 9/154, 175/2, 121/5, 4/11]
  line  5690  DECIDED  n>=1  1 branch(es)  [2/15, 9/154, 175/2, 1331/5, 2/11]
  line  5699  DECIDED  n>=1  2 branch(es)  [2/15, 99/14, 125/2, 49/11, 21/5]
  line  5700  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 125/2, 49/11, 22/5]
    ... 5700/21233 scanned, 409 decided, 5052s
  line  5718  DECIDED  n>=1  2 branch(es)  [2/15, 99/14, 1375/2, 7/11, 14/5]
  line  5719  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 1375/2, 7/11, 2/25]
  line  5721  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 1375/2, 7/11, 22/5]
  line  5722  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 1375/2, 7/11, 3/5]
  line  5723  DECIDED  n>=3  2 branch(es)  [2/15, 99/14, 1375/2, 7/11, 4/5]
  line  5736  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 25/2, 49/121, 14/5]
  line  5740  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 126/5]
  line  5741  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 132/5]
  line  5742  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 14/5, 1/3]
  line  5743  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 14/5, 1/7]
  line  5744  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 14/5]
  line  5745  DECIDED  n>=0  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 196/5]
  line  5746  DECIDED  n>=3  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 198/5]
  line  5750  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 28/25]
  line  5751  DECIDED  n>=3  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 28/5]
  line  5752  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 297/5]
  line  5753  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 308/5]
  line  5754  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 42/5]
  line  5755  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 44/25]
  line  5756  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 44/5]
  line  5757  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 462/5]
  line  5759  DECIDED  n>=3  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 56/5]
  line  5761  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 66/5]
  line  5762  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 726/5]
  line  5763  DECIDED  n>=3  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 84/5]
  line  5764  DECIDED  n>=2  1 branch(es)  [2/15, 99/14, 25/2, 7/11, 88/5]
  line  5765  DECIDED  n>=3  2 branch(es)  [2/15, 99/14, 25/2, 7/11, 99/5]
  line  5766  DECIDED  n>=2  2 branch(es)  [2/15, 99/14, 275/2, 7/121, 21/11]
  line  5768  DECIDED  n>=3  2 branch(es)  [2/15, 99/14, 275/2, 7/121, 9/5]
  line  5798  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 6875/2, 7/11, 2/5]
  line  5799  DECIDED  n>=1  1 branch(es)  [2/15, 99/14, 6875/2, 7/11, 3/5]
  line  5807  DECIDED  n>=3  2 branch(es)  [2/15, 99/98, 275/2, 7/11, 14/5]
  line  5824  DECIDED  n>=2  1 branch(es)  [2/9, 25/21, 132/5, 7/44, 5/2]
  line  5879  DECIDED  n>=0  1 branch(es)  [20/3, 9/385, 1/20, 539/2, 3/7]
  line  5883  DECIDED  n>=1  1 branch(es)  [20/9, 1/15, 45/14, 121/2, 21/11]
  line  5884  DECIDED  n>=1  1 branch(es)  [20/9, 45/14, 1/15, 121/2, 21/11]
  line  5885  DECIDED  n>=1  1 branch(es)  [20/9, 45/14, 121/2, 1/15, 21/11]
  line  5886  DECIDED  n>=2  1 branch(es)  [20/9, 45/14, 121/2, 7/15, 3/11]
  line  5887  DECIDED  n>=2  1 branch(es)  [20/9, 45/14, 7/15, 121/2, 3/11]
  line  5888  DECIDED  n>=2  1 branch(es)  [20/9, 7/15, 45/14, 121/2, 3/11]
  line  5905  DECIDED  n>=2  2 branch(es)  [22/105, 9/10, 245/2, 5/11, 10/7]
  line  5906  DECIDED  n>=3  2 branch(es)  [22/105, 9/10, 245/2, 5/11, 22/7]
  line  5908  DECIDED  n>=3  2 branch(es)  [22/105, 9/10, 539/2, 5/11, 10/7]
  line  5909  DECIDED  n>=3  2 branch(es)  [22/105, 9/10, 539/2, 5/11, 22/7]
  line  5917  DECIDED  n>=2  1 branch(es)  [225/14, 11/2, 4/33, 7/5, 20/11]
  line  5918  DECIDED  n>=1  1 branch(es)  [225/14, 11/2, 4/33, 7/5, 28/11]
  line  5919  DECIDED  n>=2  1 branch(es)  [225/14, 11/2, 4/33, 7/5, 30/11]
  line  5921  DECIDED  n>=0  1 branch(es)  [225/14, 121/2, 2/33, 7/25, 14/11]
  line  5923  DECIDED  n>=2  1 branch(es)  [225/14, 121/2, 4/33, 7/5, 10/11]
  line  5924  DECIDED  n>=1  1 branch(es)  [225/14, 121/2, 4/33, 7/5, 14/11]
  line  5925  DECIDED  n>=2  1 branch(es)  [225/14, 121/2, 4/33, 7/5, 15/11]
  line  5926  DECIDED  n>=1  1 branch(es)  [225/14, 121/2, 4/33, 7/5, 21/11]
  line  5928  DECIDED  n>=1  1 branch(es)  [225/14, 1331/2, 2/33, 7/5, 10/11]
  line  5929  DECIDED  n>=0  1 branch(es)  [225/14, 1331/2, 2/33, 7/5, 14/11]
  line  5930  DECIDED  n>=1  1 branch(es)  [225/14, 1331/2, 2/33, 7/5, 15/11]
  line  5931  DECIDED  n>=0  1 branch(es)  [225/14, 1331/2, 2/33, 7/5, 21/11]
  line  5936  DECIDED  n>=3  2 branch(es)  [225/14, 2/165, 363/2, 7/3, 2/11]
  line  5937  DECIDED  n>=3  2 branch(es)  [225/14, 2/231, 605/2, 7/5, 2/11]
  line  5938  DECIDED  n>=3  2 branch(es)  [225/14, 2/231, 847/2, 7/5, 2/11]
  line  5940  DECIDED  n>=2  2 branch(es)  [225/14, 2/33, 121/2, 7/25, 14/11]
  line  5943  DECIDED  n>=2  2 branch(es)  [225/14, 2/33, 1331/2, 7/5, 15/11]
  line  5944  DECIDED  n>=1  2 branch(es)  [225/14, 2/33, 1331/2, 7/5, 21/11]
  line  5949  DECIDED  n>=1  1 branch(es)  [225/14, 363/2, 2/165, 7/3, 2/11]
  line  5950  DECIDED  n>=3  2 branch(es)  [225/14, 363/2, 2/385, 7/3, 2/11]
  line  5954  DECIDED  n>=2  1 branch(es)  [225/14, 4/33, 11/2, 7/5, 20/11]
  line  5955  DECIDED  n>=1  1 branch(es)  [225/14, 4/33, 11/2, 7/5, 28/11]
  line  5956  DECIDED  n>=2  1 branch(es)  [225/14, 4/33, 11/2, 7/5, 30/11]
  line  5957  DECIDED  n>=3  1 branch(es)  [225/14, 4/33, 121/2, 7/5, 10/11]
  line  5958  DECIDED  n>=3  1 branch(es)  [225/14, 4/33, 121/2, 7/5, 14/11]
  line  5959  DECIDED  n>=3  1 branch(es)  [225/14, 4/33, 121/2, 7/5, 15/11]
  line  5960  DECIDED  n>=3  1 branch(es)  [225/14, 4/33, 121/2, 7/5, 21/11]
  line  5968  DECIDED  n>=1  1 branch(es)  [225/14, 4/9, 1/15, 121/2, 21/11]
  line  5969  DECIDED  n>=1  1 branch(es)  [225/14, 4/9, 121/2, 1/15, 21/11]
  line  5973  DECIDED  n>=1  1 branch(es)  [225/14, 7/165, 2/3, 55/2, 21/5]
  line  5980  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 105/2]
  line  5981  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 147/2]
  line  5982  DECIDED  n>=1  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 15/2]
  line  5983  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 21/2]
  line  5984  DECIDED  n>=1  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 45/2]
  line  5985  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 63/2]
  line  5986  DECIDED  n>=3  2 branch(es)  [225/14, 7/33, 4/3, 11/5, 75/2]
  line  5987  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 4/3, 11/5, 99/2]
  line  5989  DECIDED  n>=1  1 branch(es)  [225/14, 7/33, 8/3, 11/5, 15/2]
  line  5990  DECIDED  n>=2  1 branch(es)  [225/14, 7/33, 8/3, 11/5, 21/2]
  line  5994  DECIDED  n>=3  2 branch(es)  [225/14, 847/2, 2/231, 7/5, 2/11]
  line  5995  DECIDED  n>=2  1 branch(es)  [225/154, 11/21, 2/3, 7/5, 165/2]
  line  6011  DECIDED  n>=1  1 branch(es)  [225/77, 12/7, 7/30, 11/3, 7/2]
  line  6012  DECIDED  n>=2  1 branch(es)  [225/77, 2/7, 49/6, 11/5, 105/2]
  line  6013  DECIDED  n>=2  1 branch(es)  [225/77, 2/7, 49/6, 11/5, 245/2]
  line  6014  DECIDED  n>=1  1 branch(es)  [225/77, 2/7, 49/6, 11/5, 539/2]
  line  6016  DECIDED  n>=2  1 branch(es)  [225/77, 4/7, 49/6, 11/5, 35/2]
  line  6021  DECIDED  n>=2  1 branch(es)  [225/77, 49/6, 2/7, 11/5, 105/2]
  line  6022  DECIDED  n>=2  1 branch(es)  [225/77, 49/6, 2/7, 11/5, 245/2]
  line  6023  DECIDED  n>=1  1 branch(es)  [225/77, 49/6, 2/7, 11/5, 539/2]
  line  6025  DECIDED  n>=3  1 branch(es)  [225/77, 49/6, 4/7, 11/5, 35/2]
  line  6027  DECIDED  n>=3  2 branch(es)  [225/77, 7/30, 12/7, 11/3, 7/2]
  line  6032  DECIDED  n>=2  1 branch(es)  [225/77, 7/6, 121/3, 2/5, 147/2]
  line  6033  DECIDED  n>=2  1 branch(es)  [225/77, 7/6, 121/3, 2/5, 21/2]
  line  6034  DECIDED  n>=2  1 branch(es)  [225/77, 7/6, 121/3, 2/5, 63/2]
  line  6035  DECIDED  n>=2  1 branch(es)  [225/77, 7/6, 1331/3, 2/5, 21/2]
  line  6040  DECIDED  n>=1  1 branch(es)  [225/77, 8/7, 7/6, 11/5, 35/2]
  line  6042  DECIDED  n>=0  1 branch(es)  [25/126, 1/55, 36/5, 11/3, 35/2]
  line  6053  DECIDED  n>=0  1 branch(es)  [25/126, 22/3, 9/55, 7/11, 15/2]
  line  6083  DECIDED  n>=0  1 branch(es)  [25/126, 9/55, 22/3, 7/11, 15/2]
  line  6094  DECIDED  n>=2  2 branch(es)  [25/18, 22/35, 343/2, 9/11, 5/7]
  line  6097  DECIDED  n>=2  2 branch(es)  [25/18, 22/35, 49/2, 3/11, 18/7]
  line  6099  DECIDED  n>=2  2 branch(es)  [25/18, 22/35, 49/2, 3/11, 25/7]
  line  6106  DECIDED  n>=1  1 branch(es)  [25/18, 343/2, 22/35, 9/11, 5/7]
  line  6107  DECIDED  n>=1  1 branch(es)  [25/18, 343/2, 242/35, 3/11, 5/7]
  line  6116  DECIDED  n>=0  1 branch(es)  [25/18, 49/2, 22/35, 3/11, 18/7]
  line  6117  DECIDED  n>=1  1 branch(es)  [25/18, 49/2, 22/35, 3/11, 242/7]
  line  6118  DECIDED  n>=1  1 branch(es)  [25/18, 49/2, 22/35, 3/11, 25/7]
  line  6119  DECIDED  n>=1  1 branch(es)  [25/18, 49/2, 22/35, 3/11, 66/7]
  line  6130  DECIDED  n>=2  2 branch(es)  [25/18, 98/55, 1331/2, 3/7, 5/11]
  line  6131  DECIDED  n>=1  1 branch(es)  [25/18, 99/35, 2/5, 7/11, 175/2]
  line  6132  DECIDED  n>=1  1 branch(es)  [25/18, 99/35, 2/5, 7/11, 275/2]
  line  6134  DECIDED  n>=1  1 branch(es)  [25/18, 99/35, 44/5, 7/11, 5/2]
  line  6137  DECIDED  n>=0  1 branch(es)  [25/63, 1/110, 99/5, 4/3, 35/2]
  line  6139  DECIDED  n>=0  1 branch(es)  [25/63, 1/55, 18/5, 11/3, 1225/2]
  line  6143  DECIDED  n>=0  1 branch(es)  [25/63, 1/55, 36/5, 11/3, 35/2]
  line  6147  DECIDED  n>=0  1 branch(es)  [25/63, 1/605, 18/5, 11/3, 245/2]
