# NOTE: PARTIAL RUN -- see bbf/README.md; sweep was still in progress at commit time
  line  6181  DECIDED  n>=0  1 branch(es)  [25/63, 36/5, 11/3, 7/22, 35/2]
  line  6184  DECIDED  n>=1  1 branch(es)  [25/63, 4/3, 99/10, 7/11, 15/2]
  line  6185  DECIDED  n>=1  1 branch(es)  [25/63, 4/7, 77/10, 3/11, 231/2]
  line  6186  DECIDED  n>=1  1 branch(es)  [25/63, 4/7, 77/10, 3/11, 847/2]
  line  6193  DECIDED  n>=1  1 branch(es)  [25/63, 7/110, 99/5, 4/3, 5/2]
  line  6203  DECIDED  n>=3  1 branch(es)  [25/63, 7/55, 4/5, 297/2, 7/3]
  line  6206  DECIDED  n>=0  1 branch(es)  [25/63, 7/605, 18/5, 11/3, 35/2]
  line  6207  DECIDED  n>=3  2 branch(es)  [25/63, 77/10, 4/7, 3/11, 231/2]
  line  6208  DECIDED  n>=3  2 branch(es)  [25/63, 77/10, 4/7, 3/11, 847/2]
  line  6218  DECIDED  n>=2  1 branch(es)  [25/63, 99/10, 4/3, 7/11, 15/2]
  line  6241  DECIDED  n>=1  1 branch(es)  [25/693, 7/15, 2/5, 297/2, 7/3]
  line  6255  DECIDED  n>=2  1 branch(es)  [27/10, 2/21, 539/2, 5/7, 4/55]
  line  6272  DECIDED  n>=2  1 branch(es)  [27/10, 245/33, 2/3, 11/7, 105/2]
  line  6273  DECIDED  n>=1  1 branch(es)  [27/10, 245/33, 2/3, 11/7, 63/2]
  line  6274  DECIDED  n>=0  1 branch(es)  [27/10, 245/33, 2/3, 11/7, 99/2]
  line  6276  DECIDED  n>=1  1 branch(es)  [27/10, 245/33, 4/3, 11/7, 21/2]
  line  6291  DECIDED  n>=1  1 branch(es)  [27/10, 3773/2, 2/21, 5/11, 33/7]
  line  6313  DECIDED  n>=1  1 branch(es)  [27/10, 5/21, 22/3, 7/11, 1089/2]
  line  6314  DECIDED  n>=0  1 branch(es)  [27/10, 5/21, 22/3, 7/11, 693/2]
  line  6322  DECIDED  n>=2  1 branch(es)  [27/10, 539/2, 2/21, 5/7, 4/55]
  line  6326  DECIDED  n>=0  1 branch(es)  [27/10, 55/21, 2/3, 49/11, 165/2]
  line  6327  DECIDED  n>=0  1 branch(es)  [27/10, 55/21, 2/3, 49/11, 63/2]
  line  6328  DECIDED  n>=1  1 branch(es)  [27/10, 55/21, 2/3, 49/11, 99/2]
  line  6348  DECIDED  n>=3  1 branch(es)  [27/10, 55/21, 4/3, 49/11, 33/2]
  line  6362  DECIDED  n>=1  1 branch(es)  [27/10, 55/63, 2/3, 7/11, 99/2]
  line  6381  DECIDED  n>=0  1 branch(es)  [27/175, 1/33, 50/3, 11/5, 63/2]
  line  6383  DECIDED  n>=0  1 branch(es)  [27/175, 1/363, 50/3, 11/5, 21/2]
  line  6389  DECIDED  n>=0  1 branch(es)  [27/175, 10/3, 121/4, 1/55, 21/2]
  line  6401  DECIDED  n>=3  1 branch(es)  [27/175, 7/33, 2/3, 1375/2, 7/5]
  line  6422  DECIDED  n>=3  2 branch(es)  [27/20, 55/21, 2/3, 7/11, 99/2]
  line  6424  DECIDED  n>=0  1 branch(es)  [27/35, 1/132, 20/3, 11/5, 21/2]
  line  6439  DECIDED  n>=0  1 branch(es)  [27/35, 1/66, 10/3, 11/5, 441/2]
  line  6440  DECIDED  n>=0  1 branch(es)  [27/35, 1/66, 10/3, 242/5, 21/2]
  line  6441  DECIDED  n>=1  1 branch(es)  [27/35, 1/66, 20/3, 11/5, 231/2]
  line  6446  DECIDED  n>=2  1 branch(es)  [27/35, 10/33, 121/5, 7/121, 15/2]
  line  6449  DECIDED  n>=2  1 branch(es)  [27/35, 121/5, 10/33, 7/121, 15/2]
  line  6465  DECIDED  n>=2  1 branch(es)  [27/35, 242/5, 5/33, 7/121, 15/2]
  line  6493  DECIDED  n>=2  1 branch(es)  [27/35, 5/33, 242/5, 7/121, 15/2]
  line  6508  DECIDED  n>=1  1 branch(es)  [27/35, 5/66, 14/3, 11/7, 105/2]
  line  6512  DECIDED  n>=2  1 branch(es)  [27/35, 5/66, 14/3, 11/7, 9/2]
  line  6546  DECIDED  n>=0  1 branch(es)  [27/385, 1/15, 70/3, 5/7, 363/2]
  line  6569  DECIDED  n>=2  1 branch(es)  [27/70, 1/165, 10/3, 121/2, 21/11]
  line  6570  DECIDED  n>=2  1 branch(es)  [27/70, 1/165, 10/3, 55/2, 21/5]
  line  6589  DECIDED  n>=0  1 branch(es)  [27/70, 35/33, 10/3, 11/5, 21/2]
  line  6590  DECIDED  n>=1  1 branch(es)  [27/70, 35/33, 10/3, 11/5, 9/2]
  line  6591  DECIDED  n>=1  1 branch(es)  [27/70, 35/33, 20/3, 11/5, 3/2]
  line  6595  DECIDED  n>=1  1 branch(es)  [27/70, 5/33, 14/3, 11/7, 105/2]
  line  6608  DECIDED  n>=0  1 branch(es)  [275/63, 1/110, 9/5, 2/3, 245/2]
  line  6612  DECIDED  n>=1  1 branch(es)  [275/63, 2/3, 9/10, 7/11, 165/2]
  line  6613  DECIDED  n>=1  1 branch(es)  [275/63, 2/3, 9/10, 7/11, 99/2]
  line  6625  DECIDED  n>=1  1 branch(es)  [275/63, 4/7, 7/10, 9/11, 77/2]
  line  6626  DECIDED  n>=1  1 branch(es)  [275/63, 44/7, 7/10, 3/11, 21/2]
  line  6627  DECIDED  n>=1  1 branch(es)  [275/63, 44/7, 7/10, 3/11, 77/2]
  line  6631  DECIDED  n>=2  1 branch(es)  [275/63, 49/22, 12/7, 3/5, 7/2]
  line  6642  DECIDED  n>=3  2 branch(es)  [275/63, 7/10, 4/7, 9/11, 77/2]
  line  6643  DECIDED  n>=3  2 branch(es)  [275/63, 7/10, 44/7, 3/11, 21/2]
  line  6644  DECIDED  n>=3  2 branch(es)  [275/63, 7/10, 44/7, 3/11, 77/2]
  line  6645  DECIDED  n>=1  1 branch(es)  [275/63, 7/110, 9/5, 2/3, 35/2]
  line  6646  DECIDED  n>=1  1 branch(es)  [275/63, 9/10, 2/3, 7/11, 165/2]
  line  6647  DECIDED  n>=1  1 branch(es)  [275/63, 9/10, 2/3, 7/11, 99/2]
  line  6654  DECIDED  n>=2  1 branch(es)  [28/15, 1/154, 3/2, 121/3, 50/11]
  line  6658  DECIDED  n>=2  1 branch(es)  [28/15, 1/1694, 9/2, 11/3, 50/11]
  line  6671  DECIDED  n>=1  1 branch(es)  [28/15, 1/3, 11319/2, 5/539, 3/7]
  line  6731  DECIDED  n>=1  1 branch(es)  [28/15, 1/77, 27/7, 11/9, 175/2]
  line  6732  DECIDED  n>=1  2 branch(es)  [28/15, 1/77, 27/7, 121/9, 35/2]
  line  6763  DECIDED  n>=2  1 branch(es)  [28/15, 11319/2, 1/3, 5/539, 3/7]
  line  6795  DECIDED  n>=3  1 branch(es)  [28/15, 18/77, 11/6, 55/2, 3/11]
  line  6802  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 14/5]
  line  6803  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 21/5]
  line  6804  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 22/5]
  line  6805  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 3/25]
  line  6806  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 3/5]
  line  6807  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 33/5]
  line  6808  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 6/5]
  line  6809  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 125/2, 11/7, 9/5]
  line  6831  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 12/5]
  line  6832  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 14/5]
  line  6833  DECIDED  n>=3  2 branch(es)  [28/15, 21/22, 25/2, 11/7, 147/5]
  line  6834  DECIDED  n>=3  2 branch(es)  [28/15, 21/22, 25/2, 11/7, 154/5]
  line  6835  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 18/5]
  line  6836  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 21/5]
  line  6837  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 22/5]
  line  6838  DECIDED  n>=2  2 branch(es)  [28/15, 21/22, 25/2, 11/7, 231/5]
  line  6839  DECIDED  n>=2  2 branch(es)  [28/15, 21/22, 25/2, 11/7, 242/5]
  line  6840  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 27/5]
  line  6841  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 28/5]
  line  6842  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 3/5, 1/11]
  line  6843  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 3/5, 1/3]
  line  6844  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 3/5]
  line  6845  DECIDED  n>=0  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 33/5]
  line  6846  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 42/5]
  line  6847  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 44/5]
  line  6848  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 6/25]
  line  6849  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 6/5]
  line  6850  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 63/5]
  line  6851  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 66/5]
  line  6852  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 9/5]
  line  6854  DECIDED  n>=3  1 branch(es)  [28/15, 21/22, 25/2, 11/7, 99/5]
  line  6867  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 5/2, 11/49, 42/5]
  line  6868  DECIDED  n>=1  1 branch(es)  [28/15, 21/22, 5/2, 11/49, 44/5]
  line  6869  DECIDED  n>=2  1 branch(es)  [28/15, 21/22, 625/2, 11/7, 3/5]
  line  6877  DECIDED  n>=2  1 branch(es)  [28/15, 21/242, 25/2, 121/7, 3/5]
  line  6878  DECIDED  n>=0  1 branch(es)  [28/15, 21/242, 275/2, 11/7, 3/5]
  line  6879  DECIDED  n>=1  1 branch(es)  [28/15, 21/242, 5/2, 11/7, 42/5]
  line  6880  DECIDED  n>=1  1 branch(es)  [28/15, 21/242, 5/2, 11/7, 66/5]
  line  6906  DECIDED  n>=1  1 branch(es)  [28/15, 3/154, 25/7, 22/5, 21/2]
  line  6908  DECIDED  n>=1  1 branch(es)  [28/15, 3/154, 35/2, 11/5, 165/7]
  line  6909  DECIDED  n>=2  1 branch(es)  [28/15, 3/154, 35/2, 11/5, 44/7]
  line  6910  DECIDED  n>=1  1 branch(es)  [28/15, 3/154, 35/2, 11/5, 6/7]
  line  6911  DECIDED  n>=1  1 branch(es)  [28/15, 3/154, 35/2, 121/5, 15/7]
  line  6912  DECIDED  n>=2  1 branch(es)  [28/15, 3/154, 35/2, 121/5, 4/7]
  line  6916  DECIDED  n>=2  1 branch(es)  [28/15, 3/154, 5/2, 121/5, 6/11]
  line  6917  DECIDED  n>=2  1 branch(es)  [28/15, 3/154, 5/2, 1331/5, 15/11]
  line  6918  DECIDED  n>=2  1 branch(es)  [28/15, 3/154, 5/2, 1331/5, 6/11]
  line  6920  DECIDED  n>=2  1 branch(es)  [28/15, 3/1694, 25/2, 11/5, 6/11]
  line  6954  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 14/5]
  line  6955  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 21/5]
  line  6956  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 22/5]
  line  6957  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 3/25]
  line  6958  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 3/5]
  line  6959  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 33/5]
  line  6960  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 6/5]
  line  6961  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 125/2, 121/7, 9/5]
  line  6968  DECIDED  n>=1  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 147/5]
  line  6969  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 175/2, 11/7, 154/5]
  line  6970  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 175/2, 11/7, 21/5]
  line  6972  DECIDED  n>=3  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 22/5]
  line  6973  DECIDED  n>=1  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 27/5]
  line  6974  DECIDED  n>=3  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 3/5, 1/11]
  line  6975  DECIDED  n>=3  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 3/5, 1/3]
  line  6976  DECIDED  n>=3  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 3/5]
  line  6977  DECIDED  n>=3  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 42/5]
  line  6978  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 175/2, 11/7, 63/5]
  line  6979  DECIDED  n>=2  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 66/5]
  line  6980  DECIDED  n>=2  2 branch(es)  [28/15, 3/22, 175/2, 11/7, 9/5]
  line  6981  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 175/2, 11/7, 98/5]
  line  7021  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 12/5]
  line  7023  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 154/5]
  line  7024  DECIDED  n>=3  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 18/5]
  line  7025  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 21/5]
  line  7026  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 22/5]
  line  7027  DECIDED  n>=0  2 branch(es)  [28/15, 3/22, 25/2, 121/7, 231/5]
  line  7028  DECIDED  n>=2  2 branch(es)  [28/15, 3/22, 25/2, 121/7, 242/5]
  line  7029  DECIDED  n>=3  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 27/5]
  line  7030  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 28/5]
  line  7031  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 3/5, 1/11]
  line  7032  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 3/5, 1/3]
  line  7033  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 3/5]
  line  7034  DECIDED  n>=2  2 branch(es)  [28/15, 3/22, 25/2, 121/7, 33/5]
  line  7035  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 42/5]
  line  7036  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 44/5]
  line  7037  DECIDED  n>=3  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 6/25]
  line  7038  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 6/5]
  line  7039  DECIDED  n>=2  2 branch(es)  [28/15, 3/22, 25/2, 121/7, 63/5]
  line  7040  DECIDED  n>=3  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 66/5]
  line  7041  DECIDED  n>=3  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 9/5]
  line  7042  DECIDED  n>=1  2 branch(es)  [28/15, 3/22, 25/2, 121/7, 98/5]
  line  7043  DECIDED  n>=0  1 branch(es)  [28/15, 3/22, 25/2, 121/7, 99/5]
  line  7068  DECIDED  n>=0  1 branch(es)  [28/15, 3/22, 35/2, 11/49, 242/7]
  line  7069  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 35/2, 11/49, 33/7]
  line  7070  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 35/2, 11/49, 44/5]
  line  7071  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 35/2, 11/49, 6/5]
  line  7084  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 126/5]
  line  7085  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 196/5]
  line  7086  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 308/5]
  line  7087  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 378/5]
  line  7088  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 42/5, 1/11]
  line  7089  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 42/5, 1/3]
  line  7090  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 42/5]
  line  7091  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 588/5]
  line  7093  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 882/5]
  line  7094  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 5/2, 11/7, 924/5]
  line  7095  DECIDED  n>=2  1 branch(es)  [28/15, 3/22, 5/2, 121/49, 42/5]
  line  7098  DECIDED  n>=1  1 branch(es)  [28/15, 3/22, 625/2, 121/7, 3/5]
  line  7157  DECIDED  n>=3  2 branch(es)  [28/15, 3/242, 175/2, 121/7, 3/5]
  line  7160  DECIDED  n>=3  1 branch(es)  [28/15, 3/242, 35/2, 11/7, 6/5]
  line  7164  DECIDED  n>=2  1 branch(es)  [28/15, 3/242, 5/2, 121/7, 42/5]
  line  7181  DECIDED  n>=1  2 branch(es)  [28/15, 3/77, 125/7, 11/25, 21/2]
  line  7182  DECIDED  n>=1  1 branch(es)  [28/15, 3/77, 25/7, 121/25, 21/2]
  line  7201  DECIDED  n>=2  1 branch(es)  [28/15, 33/98, 25/2, 49/11, 3/5]
  line  7218  DECIDED  n>=2  1 branch(es)  [28/15, 363/98, 25/2, 7/11, 3/5]
  line  7308  DECIDED  n>=2  1 branch(es)  [28/15, 9/154, 35/2, 11/5, 4/7]
  line  7311  DECIDED  n>=2  1 branch(es)  [28/15, 9/154, 5/2, 77/5, 4/7]
  line  7327  DECIDED  n>=2  1 branch(es)  [28/15, 9/22, 25/2, 11/35, 14/5]
  line  7329  DECIDED  n>=2  1 branch(es)  [28/15, 9/22, 25/2, 11/7, 147/5]
  line  7330  DECIDED  n>=1  1 branch(es)  [28/15, 9/22, 25/2, 11/7, 154/5]
  line  7331  DECIDED  n>=1  1 branch(es)  [28/15, 9/22, 25/2, 11/7, 231/5]
  line  7332  DECIDED  n>=1  1 branch(es)  [28/15, 9/22, 25/2, 11/7, 242/5]
  line  7333  DECIDED  n>=2  1 branch(es)  [28/15, 9/22, 25/2, 11/7, 98/5]
  line  7345  DECIDED  n>=1  2 branch(es)  [28/15, 9/22, 5/2, 11/7, 196/5]
  line  7346  DECIDED  n>=1  2 branch(es)  [28/15, 9/22, 5/2, 11/7, 308/5]
  line  7347  DECIDED  n>=2  2 branch(es)  [28/15, 9/22, 5/2, 11/7, 42/5]
  line  7365  DECIDED  n>=2  1 branch(es)  [28/15, 9/44, 125/2, 11/7, 3/5]
  line  7366  DECIDED  n>=1  1 branch(es)  [28/15, 9/44, 25/2, 11/7, 21/5]
  line  7367  DECIDED  n>=2  1 branch(es)  [28/15, 9/44, 25/2, 11/7, 3/5]
  line  7368  DECIDED  n>=2  1 branch(es)  [28/15, 9/44, 25/2, 11/7, 6/5]
  line  7369  DECIDED  n>=3  1 branch(es)  [28/15, 9/44, 25/2, 11/7, 9/5]
  line  7401  DECIDED  n>=2  1 branch(es)  [28/45, 1/154, 9/2, 11/3, 50/11]
  line  7405  DECIDED  n>=2  1 branch(es)  [28/45, 25/22, 27/2, 11/7, 5/3]
  line  7410  DECIDED  n>=2  1 branch(es)  [28/45, 5/154, 9/2, 11/3, 10/11]
  line  7415  DECIDED  n>=2  2 branch(es)  [28/45, 5/22, 189/2, 11/7, 5/3]
  line  7416  DECIDED  n>=2  1 branch(es)  [28/45, 5/22, 27/2, 11/21, 5/3]
  line  7426  DECIDED  n>=1  1 branch(es)  [28/45, 5/22, 63/2, 33/7, 5/3]
  line  7431  DECIDED  n>=1  1 branch(es)  [28/45, 99/2, 7/3, 5/77, 22/7]
  line  7436  DECIDED  n>=0  1 branch(es)  [2835/2, 2/55, 1/5, 121/63, 5/3]
  line  7438  DECIDED  n>=1  1 branch(es)  [2835/2, 4/55, 1/5, 11/63, 5/3]
  line  7553  DECIDED  n>=1  1 branch(es)  [308/15, 33/98, 25/2, 7/11, 3/5]
  line  7600  DECIDED  n>=1  1 branch(es)  [315/2, 4/165, 5/3, 11/35, 21/5]
    ... 7600/21233 scanned, 738 decided, 8771s
  line  7606  DECIDED  n>=0  1 branch(es)  [315/2, 4/55, 3/25, 11/63, 2/3]
  line  7623  DECIDED  n>=3  2 branch(es)  [35/12, 56/55, 121/2, 3/7, 5/11]
  line  7628  DECIDED  n>=3  2 branch(es)  [35/12, 8/55, 847/2, 3/7, 5/11]
  line  7629  DECIDED  n>=2  2 branch(es)  [35/12, 8/55, 847/2, 3/7, 5/3]
  line  7636  DECIDED  n>=3  2 branch(es)  [35/18, 11/2, 4/55, 9/7, 28/11]
  line  7641  DECIDED  n>=3  2 branch(es)  [35/18, 12/55, 121/2, 9/  line  7663  DECIDED  n>=3  1 branch(es)  [35/18, 28/55, 121/2, 9/7, 5/11]
  line  7666  DECIDED  n>=1  1 branch(es)  [35/18, 28/55, 363/2, 3/7, 5/11]
  line  7696  DECIDED  n>=2  1 branch(es)  [35/18, 4/55, 363/2, 9/7, 2/11]
  line  7697  DECIDED  n>=1  1 branch(es)  [35/18, 4/55, 363/2, 9/7, 5/11]
  line  7698  DECIDED  n>=2  1 branch(es)  [35/18, 4/55, 363/2, 9/7, 5/3]
  line  7705  DECIDED  n>=3  1 branch(es)  [35/18, 4/55, 77/2, 3/7, 70/11]
  line  7707  DECIDED  n>=2  1 branch(es)  [35/18, 4/55, 847/2, 9/7, 2/11]
  line  7708  DECIDED  n>=1  1 branch(es)  [35/18, 4/55, 847/2, 9/7, 5/11]
  line  7715  DECIDED  n>=3  1 branch(es)  [35/18, 55/2, 4/77, 3/5, 70/11]
  line  7721  DECIDED  n>=2  1 branch(es)  [35/18, 605/2, 4/77, 9/5, 2/11]
  line  7722  DECIDED  n>=1  1 branch(es)  [35/18, 605/2, 4/77, 9/5, 7/11]
  line  7802  DECIDED  n>=2  1 branch(es)  [35/6, 1/385, 4/5, 121/2, 45/11]
  line  7807  DECIDED  n>=2  1 branch(es)  [35/6, 1/385, 4/5, 77/2, 45/7]
  line  7846  DECIDED  n>=3  1 branch(es)  [35/6, 11/2, 112/55, 3/7, 10/11]
  line  7856  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 28/55, 3/49, 12/11]
  line  7868  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 12/11, 1/3]
  line  7869  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 12/11, 1/5]
  line  7870  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 12/11]
  line  7872  DECIDED  n>=3  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 140/11]
  line  7873  DECIDED  n>=2  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 168/11]
  line  7875  DECIDED  n>=1  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 196/11]
  line  7877  DECIDED  n>=2  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 2450/11]
  line  7878  DECIDED  n>=3  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 28/11, 1/3]
  line  7879  DECIDED  n>=3  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 28/11, 1/5]
  line  7880  DECIDED  n>=3  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 28/11]
  line  7882  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 300/11]
  line  7884  DECIDED  n>=3  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 392/11]
  line  7885  DECIDED  n>=1  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 420/11]
  line  7887  DECIDED  n>=2  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 490/11]
  line  7889  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 60/11]
  line  7893  DECIDED  n>=3  2 branch(es)  [35/6, 11/2, 4/55, 3/7, 700/11]
  line  7894  DECIDED  n>=2  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 72/11]
  line  7895  DECIDED  n>=1  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 84/11]
  line  7896  DECIDED  n>=1  1 branch(es)  [35/6, 11/2, 4/55, 3/7, 980/11]
  line  7901  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 56/55, 3/7, 10/11]
  line  7921  DECIDED  n>=2  2 branch(es)  [35/6, 11/2, 8/55, 9/7, 28/11]
  line  7924  DECIDED  n>=3  1 branch(es)  [35/6, 112/55, 11/2, 3/7, 10/11]
  line  7925  DECIDED  n>=3  1 branch(es)  [35/6, 112/55, 121/2, 3/7, 5/11]
  line  7937  DECIDED  n>=3  1 branch(es)  [35/6, 121/2, 112/55, 3/7, 5/11]
  line  7954  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 10/11]
  line  7955  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 10/121]
  line  7956  DECIDED  n>=0  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 105/11]
  line  7957  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 12/11]
  line  7958  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 125/11]
  line  7959  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 14/11]
  line  7960  DECIDED  n>=0  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 15/11]
  line  7961  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 175/11]
  line  7962  DECIDED  n>=0  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 18/11]
  line  7963  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 20/11]
  line  7964  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 245/11]
  line  7965  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 25/11]
  line  7966  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 28/11]
  line  7967  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 30/11]
  line  7968  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 35/11]
  line  7969  DECIDED  n>=1  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 42/11]
  line  7970  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 5/11, 1/3]
  line  7971  DECIDED  n>=2  1 branch(es)  [35/6, 121/2, 28/55, 3/7, 5/11, 1/5]
